N,K,M,PGEM_acc_mean,PGEM_acc_std,PGEM_wacc_mean,PGEM_wacc_std,PGEM_tau_mean,PGEM_tau_std,BT_acc_mean,BT_acc_std,BT_wacc_mean,BT_wacc_std,BT_tau_mean,BT_tau_std,BARP_acc_mean,BARP_acc_std,BARP_wacc_mean,BARP_wacc_std,BARP_tau_mean,BARP_tau_std,RC_acc_mean,RC_acc_std,RC_wacc_mean,RC_wacc_std,RC_tau_mean,RC_tau_std,FactorBT_acc_mean,FactorBT_acc_std,FactorBT_wacc_mean,FactorBT_wacc_std,FactorBT_tau_mean,FactorBT_tau_std,CrowdBT_acc_mean,CrowdBT_acc_std,CrowdBT_wacc_mean,CrowdBT_wacc_std,CrowdBT_tau_mean,CrowdBT_tau_std,HTCV_acc_mean,HTCV_acc_std,HTCV_wacc_mean,HTCV_wacc_std,HTCV_tau_mean,HTCV_tau_std,HBTL_acc_mean,HBTL_acc_std,HBTL_wacc_mean,HBTL_wacc_std,HBTL_tau_mean,HBTL_tau_std
200,500,25000,0.9479296505451202,0.0013535699728657114,0.9937093496322632,0.0004535259031688719,0.895859296482412,0.002707157886162283,0.5366381943225861,0.05311567850234368,0.5428458362817764,0.09291301535382065,0.07327638190954773,0.1062313597312904,0.536547738313675,0.05309224824647376,0.5428395628929138,0.09285573795523408,0.07309547738693467,0.10618449838978591,0.5348793894052506,0.04468387950864638,0.5416442304849625,0.07583358270961171,0.0697743116502144,0.08936623019807367,0.9252462208271026,0.004287888724477445,0.9864814758300782,0.002201417105161318,0.8504924623115577,0.00857577993036818,0.94755779504776,0.0022153110845183027,0.9935958385467529,0.0005758301321914911,0.8951155778894471,0.0044305994355503505,0.928824120759964,0.0035550206881991907,0.9878397285938263,0.0018662637751474375,0.8576482412060301,0.007110039578760796,0.948743712902069,0.001761940512782536,0.9939143776893615,0.00041632454954076633,0.8974874371859295,0.0035238995779747406
200,1000,25000,0.9445025205612183,0.003728300283619744,0.9930417120456696,0.0012466050542577689,0.8890050251256281,0.007456609160755172,0.5018542647361756,0.05492271625812947,0.4854222297668457,0.08564461598779619,0.0037085427135678415,0.10984544352909884,0.5019246190786362,0.054684798342237995,0.485352435708046,0.08509797985564259,0.0038492462311557813,0.10936959421467818,0.5044422149658203,0.05145873764599603,0.4876390933990479,0.07348201499157758,0.008884422110552759,0.1029174799369564,0.9147638201713562,0.003464268298985256,0.982302063703537,0.003518771834996187,0.8295276381909549,0.006928523964901456,0.9429648220539093,0.004150519546996031,0.992699384689331,0.0013288517519592633,0.8859296482412059,0.008301045164584653,0.9243819117546082,0.003445544410985715,0.9866526663303375,0.0024234613359548265,0.8487638190954773,0.0068911019202014525,0.9447989940643311,0.003927345679766021,0.9931814074516296,0.0011742882134702932,0.8895979899497487,0.007854674835394423
200,2000,25000,0.9398693442344666,0.004483822467549984,0.9918300390243531,0.001437354591711055,0.8797386934673366,0.008967640452677785,0.4778291404247284,0.0476593740276694,0.4582868993282318,0.05970483356723412,-0.04434170854271356,0.09531875528702069,0.47772361934185026,0.047753154234116524,0.4582984447479248,0.05945335854363405,-0.04455276381909547,0.09550630664899609,0.4812010109424591,0.0403351417902538,0.4681506812572479,0.047039674015509084,-0.03759798994974874,0.0806702867183026,0.8811859309673309,0.008108325451189377,0.9657478034496307,0.005206236568828388,0.7623718592964825,0.016216646438975094,0.9358643174171448,0.00439978233197724,0.990654069185257,0.001740629813105549,0.8717286432160802,0.008799573232751639,0.9091557919979095,0.006456687604814582,0.9807913124561309,0.0036850338550299816,0.8183115577889447,0.01291336443127136,0.9383819103240967,0.005202106381832437,0.9914253711700439,0.001607253215036959,0.8767638190954772,0.010404199512250797
200,3000,25000,0.9328190922737122,0.0035195608362025817,0.989457505941391,0.0018490659501368889,0.8656381909547738,0.007039115910337864,0.48419095277786256,0.02059882691513713,0.45362759530544283,0.03935996683419107,-0.031618090452261306,0.0411976508210223,0.4843165844678879,0.020745254419811985,0.4539794236421585,0.039372632417612914,-0.03136683417085427,0.0414905108226086,0.4876733601093292,0.022547293900532554,0.4650864452123642,0.04044632970933826,-0.02465326633165829,0.04509459487350882,0.8644723653793335,0.01051154205823738,0.9549340188503266,0.010772786958680485,0.7289447236180904,0.02102309818524933,0.9208894431591034,0.005517907647378792,0.9855074763298035,0.002631763590366935,0.8417788944723619,0.01103580285813489,0.8901608109474182,0.008287613180425365,0.9723290085792542,0.007718705785408308,0.7803216080402009,0.01657522587097753,0.9278995096683502,0.0038271414803633563,0.9878797709941864,0.0023049725151428895,0.8557989949748743,0.007654280858065984
200,4000,25000,0.9270301461219788,0.004010889319974484,0.988391762971878,0.0017747370136460964,0.8540603015075376,0.008021769073666696,0.48789446949958803,0.03318380245739445,0.4731926888227463,0.05351334061030336,-0.024211055276381913,0.06636760789186584,0.48787939846515654,0.03340407716083154,0.47306448221206665,0.05359632529462312,-0.024241206030150755,0.06680813790037039,0.4895628184080124,0.030142673739287494,0.4836054563522339,0.04445804394750194,-0.02086912968551436,0.060294682347284495,0.7828743696212769,0.10826418054492355,0.8684025704860687,0.13010828094021623,0.5657487437185929,0.21652837891436058,0.9087286531925202,0.007446320023827609,0.9815557599067688,0.004059386759371325,0.8174572864321608,0.014892631058240603,0.8648944735527039,0.024972207648770412,0.9534980177879333,0.017456721586833528,0.729788944723618,0.04994443416313935,0.9177537679672241,0.004713072078904747,0.9849901258945465,0.002186756250120627,0.8355146139759443,0.009411734915816244
200,5000,25000,0.9192060351371765,0.0051961201267376024,0.9851580798625946,0.002040851395448245,0.8384120603015074,0.010392251388267444,0.4667035132646561,0.021870374691290037,0.4414875328540802,0.04853680207793029,-0.0665929648241206,0.043740748732379965,0.46679899394512175,0.02191165399728558,0.44152761101722715,0.048896977317940835,-0.06640201005025126,0.043823314766206954,0.47629648447036743,0.019002364825400558,0.4583838015794754,0.04817953591484273,-0.04740211043028756,0.03800569379296809,0.7794070363044738,0.04374836334509342,0.8786412715911865,0.054302875789461066,0.5588140703517588,0.08749672552646809,0.8959949731826782,0.006504453662586767,0.9746349513530731,0.0041218349725844015,0.7919899497487437,0.013008927361865208,0.8100753605365754,0.0864290842594986,0.9031411826610565,0.10154937662418796,0.6201507537688442,0.17285816425869238,0.9085829138755799,0.006706877000536975,0.9806299448013306,0.003608415827088164,0.8171658291457288,0.013413738690120159
200,5500,25000,0.9192060232162476,0.005340736647253376,0.983332735300064,0.0034547992969740063,0.8384120603015074,0.010681464529872143,0.500909548997879,0.022500735618122443,0.4946513205766678,0.03180300781285005,0.001819095477386934,0.045001462060539454,0.5008793950080872,0.022638764644245104,0.4943671941757202,0.03180226706373945,0.0017587939698492454,0.04527751965954564,0.5021005004644394,0.024999425485502293,0.49296647906303404,0.03494099800942677,0.004201005025125626,0.04999885961175209,0.6437788903713226,0.07930084944560073,0.6927066683769226,0.10835557174472928,0.2875634581440186,0.15860056538227094,0.8569145798683167,0.10703790292467219,0.9297026872634888,0.12461137962057219,0.7138291457286432,0.21407580713552676,0.6601055204868317,0.10293821808930392,0.7168498396873474,0.12244595619016922,0.3202110552763819,0.20587643953558554,0.9072160720825195,0.004196273254747782,0.9778736293315887,0.0037192923103261818,0.8144321608040201,0.008392555571185034
200,6000,25000,0.9158040285110474,0.004361056917038228,0.9836039423942566,0.0031971204562390504,0.831608040201005,0.008722118528920278,0.4871758848428726,0.024449237155296077,0.4640760272741318,0.041302272539584725,-0.025648241206030147,0.04889847060764759,0.4871306508779526,0.024441930570495856,0.46407430469989774,0.04105420394472664,-0.025738693467336683,0.04888387765003594,0.49325628876686095,0.02370182988679337,0.47745104134082794,0.03905057117574463,-0.013482280114216044,0.04741083148117049,0.6344472408294678,0.08353710290969839,0.6841550946235657,0.11789326672770155,0.2689009014190393,0.1670853711184476,0.8672261238098145,0.09127637198897574,0.945928031206131,0.09051471422296574,0.7344522613065326,0.18255276381909546,0.6860502600669861,0.0843072469836666,0.74915152490139,0.12448937607171477,0.37210050251256277,0.16861450154137755,0.904140704870224,0.010322019721659002,0.9776244997978211,0.007081598463447825,0.8082814070351757,0.020644067447324378
200,8000,25000,0.8998944759368896,0.010197926281581967,0.9750762820243836,0.0054838683188258705,0.7997889447236181,0.020395842818641253,0.4812964826822281,0.028687091634579016,0.460440468788147,0.0381138151899364,-0.037407035175879386,0.05737416890635987,0.48114070296287537,0.02872338976666618,0.4603207349777222,0.038183135255591846,-0.03771859296482412,0.05744678342549923,0.48388442397117615,0.03214076643357763,0.46303592920303344,0.03779231275319807,-0.032231155778894474,0.06428152095677851,0.5842864334583282,0.07940530444650565,0.6346725702285767,0.10658843632263755,0.16857286432160803,0.15881059673781628,0.8146080374717712,0.11584235292017296,0.896297961473465,0.12377083089836155,0.6292160804020099,0.23168469551614904,0.6151708543300629,0.0978035251442296,0.670720574259758,0.1314023473920363,0.23034170854271357,0.19560704359029044,0.8501256227493286,0.10604055626620228,0.9265760779380798,0.13124702201908836,0.700251256281407,0.21208110712673345
200,10000,25000,0.8181055247783661,0.13780310563128068,0.8918068110942841,0.15661128058737744,0.6362110552763818,0.2756062026147529,0.48208542764186857,0.024026681906571912,0.4667013198137283,0.03897408894361686,-0.03582914572864322,0.04805336650195181,0.48211556673049927,0.023869835755854062,0.46661063730716706,0.03888815787744996,-0.03576884422110553,0.04773967626600097,0.4839296489953995,0.026511109095889652,0.4674276143312454,0.049459650969721776,-0.032140703517587944,0.053022211051371115,0.552763819694519,0.055468071452306665,0.5862251728773117,0.08330581914576314,0.10552763819095476,0.11093613746335318,0.6238894462585449,0.09059081350103204,0.678839260339737,0.11323475399480654,0.2477788944723618,0.18118162585074835,0.5573919594287873,0.06346407418056728,0.5987793922424316,0.0864777527437303,0.11478391959798992,0.12692814371854916,0.6236783981323242,0.08849775007736747,0.6755172610282898,0.10462239293090844,0.24735678391959798,0.1769954984727983
