N,K,M,PGEM_acc_mean,PGEM_acc_std,PGEM_wacc_mean,PGEM_wacc_std,PGEM_tau_mean,PGEM_tau_std,BT_acc_mean,BT_acc_std,BT_wacc_mean,BT_wacc_std,BT_tau_mean,BT_tau_std,BARP_acc_mean,BARP_acc_std,BARP_wacc_mean,BARP_wacc_std,BARP_tau_mean,BARP_tau_std,RC_acc_mean,RC_acc_std,RC_wacc_mean,RC_wacc_std,RC_tau_mean,RC_tau_std,FactorBT_acc_mean,FactorBT_acc_std,FactorBT_wacc_mean,FactorBT_wacc_std,FactorBT_tau_mean,FactorBT_tau_std,CrowdBT_acc_mean,CrowdBT_acc_std,CrowdBT_wacc_mean,CrowdBT_wacc_std,CrowdBT_tau_mean,CrowdBT_tau_std,HTCV_acc_mean,HTCV_acc_std,HTCV_wacc_mean,HTCV_wacc_std,HTCV_tau_mean,HTCV_tau_std,HBTL_acc_mean,HBTL_acc_std,HBTL_wacc_mean,HBTL_wacc_std,HBTL_tau_mean,HBTL_tau_std
100,500,2000,0.6009494841098786,0.06837732455287776,0.6416056215763092,0.0925368152281307,0.20189898989898994,0.13675464181501581,0.520060607790947,0.021516058388622368,0.5266474604606628,0.03790918467003979,0.04012121212121213,0.04303212401894519,0.5200606048107147,0.021361103695492628,0.5272482633590698,0.03785772471695411,0.04012121212121213,0.04272220520609472,0.521515154838562,0.019202604571591342,0.5310969024896621,0.046195029038612584,0.04303030303030304,0.038405204048279726,0.5344848394393921,0.026346255806976946,0.5531454205513,0.03419508388858749,0.06896969696969699,0.05269252309002577,0.5946060597896576,0.08557242731591491,0.6421131014823913,0.1138411198740018,0.18921212121212125,0.17114486209062305,0.554282832145691,0.046636041812796805,0.5884421706199646,0.0661161646946172,0.10856565656565657,0.09327210375150115,0.616929292678833,0.08617741494420654,0.6547801077365876,0.11741683911361742,0.23385858585858593,0.17235482794410278
100,500,2500,0.7216161668300629,0.10658563622807168,0.8093115508556366,0.12271561319575017,0.4432323232323233,0.213171273002501,0.5126262605190277,0.02217998780447392,0.5209090858697891,0.04037095505253777,0.02525252525252526,0.04435997482635948,0.5125252544879914,0.022552373747015922,0.520421639084816,0.04050985591569468,0.025050505050505056,0.045104737027457445,0.514343437552452,0.022716631183057494,0.5254730641841888,0.03952843850196137,0.028686868686868695,0.04543326100996261,0.5752929329872132,0.05047967999799134,0.6074030935764313,0.07222987827275476,0.1505858585858586,0.10095934886605001,0.6670100927352905,0.10017032889521293,0.7294099032878876,0.13840773379603286,0.33402020202020205,0.20034065876178714,0.5729292869567871,0.044822815095452356,0.6171035826206207,0.06129714983858909,0.14585858585858585,0.08964563095358538,0.6952121257781982,0.12066681989211801,0.7731030225753784,0.14901246552390046,0.39042424242424245,0.241333644497683
100,500,3000,0.812969696521759,0.09731679695078235,0.9060226202011108,0.1111610187715732,0.625939393939394,0.19463358923307464,0.5092727273702622,0.026976535879111252,0.5192950695753098,0.03779721596643667,0.01854545454545455,0.053953072074979444,0.5093131333589553,0.027222322636670467,0.5190207839012146,0.03744826761241168,0.018626262626262626,0.054444635594949393,0.5090505033731461,0.030422892846335425,0.5156276792287826,0.03690765024834748,0.018101010101010104,0.060845801918128224,0.6173131346702576,0.04792666543269946,0.6732296168804168,0.05917154988958408,0.23462626262626268,0.09585334681428949,0.7701616287231445,0.090474831217586,0.8618630290031433,0.12323151195533696,0.5403232323232323,0.18094966974639232,0.6111313104629517,0.08705052870039275,0.6398589104413986,0.12571142678297745,0.2222626262626263,0.17410104760765766,0.8225050568580627,0.017490845376949626,0.9239916920661926,0.016160013867039046,0.645010101010101,0.03498168658143904
100,500,3500,0.8573939383029938,0.017104427435512163,0.9500376522541046,0.01566599117678384,0.7147878787878789,0.03420886290711542,0.5114141404628754,0.032043138117342204,0.5196328192949295,0.05546427721448899,0.02282828282828283,0.06408627232871089,0.5118181794881821,0.03171231205292829,0.520700889825821,0.05546949629701725,0.02363636363636364,0.06342462770606619,0.5097777843475342,0.03358681485987206,0.5146471083164215,0.054000201867014194,0.01955555555555556,0.06717363405786185,0.6140201985836029,0.049007471055986726,0.6753817856311798,0.06832274519647007,0.2280404040404041,0.09801493902780967,0.8356565654277801,0.017792280602520808,0.9361425936222076,0.01670612153177498,0.6713131313131314,0.03558458410973249,0.7018787920475006,0.04943149825229501,0.7907256484031677,0.05885028571485535,0.40375757575757587,0.09886300669330035,0.8481010138988495,0.017697578029307468,0.9444195926189423,0.015150947674506754,0.6962020202020203,0.03539516164118124
100,500,4000,0.8732121169567109,0.011993344223672087,0.9593530297279358,0.008956106280575601,0.7464242424242424,0.02398666432206569,0.5100201964378357,0.031888518273991265,0.5168164640665054,0.04828743852871126,0.020040404040404046,0.06377703227600112,0.5099797874689103,0.03188544201733708,0.5179667353630066,0.048502235717654,0.019959595959595965,0.0637708887535937,0.5123434364795685,0.0329740640384852,0.5220913350582123,0.05328704885455299,0.02468686868686869,0.06594812033760832,0.6627878725528717,0.08293921182220249,0.7174709886312485,0.12126171397851167,0.3255757575757576,0.1658784225148488,0.8488484799861908,0.012781926053882644,0.9441677510738373,0.005427310863317498,0.6976969696969698,0.025563850612075615,0.7382222175598144,0.07436806683632456,0.8301055669784546,0.08430960487159977,0.4764444444444445,0.14873613588687631,0.8618383884429932,0.014822955114997111,0.9528016269207,0.012046363755542487,0.7236767676767679,0.02964591226921605
100,500,4500,0.885050505399704,0.012530457143543595,0.9669529139995575,0.008073932578860325,0.7701010101010102,0.025060929730544503,0.5086666703224182,0.03190403058186379,0.5056727886199951,0.04047109231723446,0.01733333333333334,0.06380806082032618,0.5090505033731461,0.03180709665243982,0.506508594751358,0.04023804275252382,0.018101010101010104,0.06361418244176298,0.5118383795022965,0.03587121408051414,0.5138869345188141,0.0598099214894942,0.023676767676767678,0.07174242264247543,0.7229090869426728,0.05620870572376868,0.8004461050033569,0.06570477064543459,0.4458181818181819,0.11241740111867975,0.8576767683029175,0.009476126172364773,0.9499056935310364,0.008479264662202309,0.7153535353535354,0.018952251527871715,0.7555353581905365,0.08383480792009497,0.8367690593004227,0.12227005291569253,0.5110707070707071,0.16766960675958903,0.8762020289897918,0.01698431026821562,0.9609317421913147,0.012436389490938596,0.7524040404040405,0.03396862617967101
100,500,5000,0.8967272639274597,0.01130511628696018,0.9740073442459106,0.005027807803282803,0.7934545454545455,0.022610239636833986,0.5120606064796448,0.03629590424327548,0.515085157752037,0.03809678664735784,0.024121212121212127,0.07259180424726386,0.5120202004909515,0.03637745688211583,0.5147946536540985,0.038560339800900664,0.024040404040404043,0.07275493301160207,0.5110909104347229,0.0390984532250084,0.5151038199663163,0.050939133281455225,0.022221773152353595,0.07817408625109451,0.7826262593269349,0.0566506634784683,0.8667539358139038,0.08997158790098678,0.5652525252525253,0.11330131527054982,0.8766868650913239,0.012675926024954102,0.9637640058994293,0.00852170572566428,0.7533737373737375,0.025351853137479664,0.8284444451332093,0.025405237098714232,0.9202458918094635,0.02110442423253121,0.656888888888889,0.050810486518542565,0.8888888835906983,0.013249817155901757,0.9699755311012268,0.006788636668693737,0.7777777777777779,0.026499629896559455
100,500,10000,0.9316969692707062,0.00746242723136863,0.9891434848308563,0.003541082619761884,0.8633939393939396,0.014924850010705534,0.5150100976228714,0.0361153189544926,0.5175679683685303,0.05719866190476218,0.03002020202020203,0.07223063876931142,0.5148080736398697,0.035720118006947764,0.517830902338028,0.05687846406517106,0.029616161616161624,0.07144025068129582,0.5173333287239075,0.03841952093601932,0.5171131253242492,0.05226172722206725,0.034666666666666665,0.0768390524116006,0.8909292995929718,0.012699167797187239,0.972528201341629,0.008920811759026826,0.781858585858586,0.025398334600310737,0.9303434371948243,0.009394610023201811,0.9885801196098327,0.004111595863775597,0.8606868686868688,0.01878922554095659,0.9066666722297668,0.010961349681542054,0.9797623455524445,0.00653161909135861,0.8133333333333332,0.021922682773738246,0.9316161632537842,0.008158837009613416,0.9890832841396332,0.0038190017737909734,0.8632323232323234,0.0163176808241499
100,500,25000,0.9614141464233399,0.004589901551128238,0.996638560295105,0.0009028925453721357,0.9228282828282831,0.009179812206561753,0.5532929271459579,0.061148737361891026,0.5809736490249634,0.11094743665351285,0.10658585858585859,0.1222974707835992,0.5529292970895767,0.06120012026373019,0.5812322199344635,0.11121439599925219,0.10585858585858585,0.12240023767059519,0.5553333312273026,0.05063654243464835,0.5814611554145813,0.09716328121104814,0.11066666666666669,0.10127310407012904,0.9432929217815399,0.002555451623630989,0.9927703261375427,0.001058793929608059,0.8865858585858588,0.005110911482507048,0.9598585784435272,0.00410657555999541,0.9962881624698638,0.0008152686611948924,0.9197171717171718,0.008213158581216875,0.9482020199298858,0.00417571375343888,0.9939198315143585,0.001168743545507734,0.8964040404040408,0.008351428166069515,0.9615959584712982,0.004253422920168603,0.9966015756130219,0.0007624891931783561,0.9231919191919193,0.008506849782086082
100,500,50000,0.9737979829311371,0.0020523657114539296,0.998358941078186,0.00035636319143842794,0.9475959595959598,0.004104740304831122,0.5655555576086044,0.08650477283820812,0.5866852253675461,0.15145413398948013,0.13111111111111112,0.17300953957985707,0.5653535306453705,0.0863357065852775,0.586636808514595,0.15178879998059674,0.13070707070707072,0.1726714068790678,0.5672525376081466,0.08139462312337759,0.5874572455883026,0.14861766170490404,0.134525128029295,0.16277109880334809,0.9623030304908753,0.003093224426926763,0.9968898355960846,0.00044206219841523976,0.9246060606060608,0.006186437832864074,0.9738585948944092,0.0022170734050238746,0.9983999252319335,0.00040814102809814425,0.947717171717172,0.004434147852385936,0.9635757625102996,0.0026587782232534397,0.9971879601478577,0.00042920194772281037,0.9271515151515153,0.005317546270311559,0.9743434369564057,0.0024692816501740746,0.9984052538871765,0.0004133436673843486,0.9486868686868689,0.004938557281809359
